num_expediente;fecha;hora;localizacion;numero;cod_distrito;distrito;tipo_accidente;estado_meteorológico;tipo_vehiculo;tipo_persona;rango_edad;sexo;cod_lesividad;lesividad;coordenada_x_utm;coordenada_y_utm;positiva_alcohol;positiva_droga
2023S024638;05/07/2023;21:10:00;CALL. VALLEHERMOSO, 60;60;7;CHAMBERÍ;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439.913.780;4.476.430.214;N;NULL
2023S024667;06/07/2023;10:00:00;GLORIETA DE ENCINA DE TRILLO;0;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;436.122.332;4.474.179.327;N;NULL
2023S024667;06/07/2023;10:00:00;GLORIETA DE ENCINA DE TRILLO;0;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436.122.332;4.474.179.327;N;NULL
2023S024707;06/07/2023;16:10:00;AVDA. GENERAL PERON / CALL. AVIADOR ZORITA;8;6;TETUÁN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;440.799.129;4.478.208.498;N;NULL
2023S024746;07/07/2023;9:00:00;CALL. MARTIN FIERRO, 3;3;9;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;3;Ingreso superior a 24 horas;437.951.533;4.476.414.108;N;NULL
2023S024753;07/07/2023;10:30:00;CALL. VIA LUSITANA, 21;21;11;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;1;Atención en urgencias sin posterior ingreso;437.991.274;4.469.774.980;N;NULL
2023S024758;07/07/2023;11:00:00;CALL. ANILLO VERDE, KM 47, FAROLA, 62;8;9;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;14;Sin asistencia sanitaria;436.645.654;4.478.616.911;N;NULL
2023S024758;07/07/2023;11:00:00;CALL. ANILLO VERDE, KM 47, FAROLA, 62;8;9;MONCLOA-ARAVACA;Alcance;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;3;Ingreso superior a 24 horas;436.645.654;4.478.616.911;N;NULL
2023S024812;08/07/2023;0:40:00;PASEO. INFANTA ISABEL / CALLE ALFONSO XII;13;3;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.569.181;4.473.186.318;N;NULL
2023S024830;08/07/2023;4:45:00;CALL. MARQUES DE VIANA, 12;12;6;TETUÁN;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.667.490;4.479.199.562;S;NULL
2023S024912;08/07/2023;14:20:00;AVDA. CANILLEJAS A VICALVARO / AUTOV. M-40;155;20;SAN BLAS-CANILLEJAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448.182.479;4.474.368.817;N;NULL
2023S024920;09/07/2023;10:40:00;CAMINO DE LA CAPATAZA TRAS CERRO GARABITAS, JUNTO A BAJADAS DESDE TORRETA;0;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;1;Atención en urgencias sin posterior ingreso;435.681.091;4.476.376.300;N;NULL
2023S024920;09/07/2023;10:40:00;CAMINO DE LA CAPATAZA TRAS CERRO GARABITAS, JUNTO A BAJADAS DESDE TORRETA;0;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;1;Atención en urgencias sin posterior ingreso;435.681.091;4.476.376.300;N;NULL
2023S024922;09/07/2023;13:02:00;CALL. NUESTRA SEÑORA DE VALVERDE / GTA. FUENTE DE LA CARRA;145;8;FUENCARRAL-EL PARDO;Colisión múltiple;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.842.996;4.483.394.358;N;NULL
2023S025002;10/07/2023;18:25:00;AVDA. CANILLEJAS A VICALVARO, 82;82;20;SAN BLAS-CANILLEJAS;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 21 a 24 años;Hombre;NULL;NULL;448.128.944;4.475.027.535;N;NULL
2023S025020;10/07/2023;20:12:00;CALL. ALCALA, 189;189;4;SALAMANCA;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;443.166.621;4.475.427.410;N;NULL
2023S025024;10/07/2023;20:40:00;PASEO. EXTREMADURA / CALL. GUADARRAMA;65;10;LATINA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;437.895.215;4.473.781.076;N;NULL
2023S025048;10/07/2023;9:40:00;GTA. SINTRA / CALL. VIA DE DUBLIN;1;21;BARAJAS;Colisión lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448.044.745;4.480.236.658;N;NULL
2023S025102;11/07/2023;19:30:00;CALL. PARVILLAS ALTAS, 14;14;17;VILLAVERDE;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;439.775.244;4.466.290.438;N;NULL
2023S025130;12/07/2023;9:00:00;CALL. BRAVO MURILLO, 376;376;6;TETUÁN;Colisión lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.306.150;4.479.634.123;N;NULL
2023S025142;11/07/2023;21:00:00;CALL. MATEO INURRIA / CALL. GENERAL LOPEZ POZAS;15;5;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.836.957;4.479.777.394;N;NULL
2023S025179;12/07/2023;20:00:00;CALL. LOPEZ DE HOYOS / PLAZA. PROSPERIDAD;110;5;CHAMARTÍN;Alcance;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;NULL;NULL;442.779.383;4.477.225.305;N;NULL
2023S025204;13/07/2023;1:45:00;CALL. ALFONSO XII / PASEO. INFANTA ISABEL;1;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;441.566.744;4.473.246.436;N;NULL
2023S025211;12/07/2023;14:35:00;PASEO. EXTREMADURA, 3;3;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438.447.370;4.473.954.160;N;NULL
2023S025230;13/07/2023;11:53:00;CALL. CUART DE POBLET / CALL. ALHAMBRA;1;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 65 a 69 años;Hombre;2;Ingreso inferior o igual a 24 horas;437.348.028;4.472.359.447;N;NULL
2023S025233;13/07/2023;10:39:00;CALL. BUEN GOBERNADOR / CALL. ELFO;12;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;1;Atención en urgencias sin posterior ingreso;444.484.653;4.476.068.197;N;NULL
2023S025248;13/07/2023;14:31:00;PLAZA. REPUBLICA DOMINICANA / CALL. COSTA RICA;4;5;CHAMARTÍN;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.619.261;4.478.900.657;N;NULL
2023S025285;13/07/2023;20:11:00;CALL. JOSE BERGAMIN, 52;52;14;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;446.115.808;4.473.616.506;N;NULL
2023S025286;13/07/2023;20:30:00;CALL. ZORRILLA / CALL. CEDACEROS;1;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;NULL;NULL;440.751.260;4.474.242.025;N;NULL
2023S025301;13/07/2023;5:45:00;CALL. ATOCHA, 82;82;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 15 a 17 años;Hombre;2;Ingreso inferior o igual a 24 horas;440.864.574;4.473.632.914;N;NULL
2023S025312;13/07/2023;7:30:00;PASEO. ALAMEDA DE OSUNA, 2;2;21;BARAJAS;Atropello a persona;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448.691.996;4.477.997.374;N;NULL
2023S025312;13/07/2023;7:30:00;PASEO. ALAMEDA DE OSUNA, 2;2;21;BARAJAS;Atropello a persona;Despejado;Bicicleta;Peatón;De 15 a 17 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;448.691.996;4.477.997.374;N;NULL
2023S025347;14/07/2023;16:05:00;CALL. LUCHANA, 23;23;7;CHAMBERÍ;Colisión lateral;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;2;Ingreso inferior o igual a 24 horas;440.629.053;4.475.790.006;N;NULL
2023S025383;14/07/2023;20:24:00;CALL. HERMANOS DE PABLO / CALL. ZIGIA;45;15;CIUDAD LINEAL;Atropello a persona;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;14;Sin asistencia sanitaria;445.175.917;4.476.565.059;N;NULL
2023S025383;14/07/2023;20:24:00;CALL. HERMANOS DE PABLO / CALL. ZIGIA;45;15;CIUDAD LINEAL;Atropello a persona;Despejado;Bicicleta;Peatón;De 55 a 59 años;Hombre;2;Ingreso inferior o igual a 24 horas;445.175.917;4.476.565.059;S;NULL
2023S025425;15/07/2023;8:45:00;CALL. JUAN BRAVO, 50;50;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.646.154;4.475.968.561;S;NULL
2023S025439;15/07/2023;15:20:00;AVDA. CIUDAD DE BARCELONA / AVDA. PAZ;226;3;RETIRO;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Mujer;1;Atención en urgencias sin posterior ingreso;443.215.906;4.472.232.766;N;NULL
2023S025485;15/07/2023;12:45:00;PASEO. EMBARCADERO / PASEO. AZUL;1;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;14;Sin asistencia sanitaria;438.197.773;4.474.427.703;N;NULL
2023S025487;16/07/2023;8:00:00;CALL. LA ACEBEDA / CALL. LA ACEBEDA;6;17;VILLAVERDE;Colisión lateral;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;439.024.330;4.465.763.001;N;NULL
2023S025531;16/07/2023;23:30:00;PASEO. ERMITA DEL SANTO / PASEO. QUINCE DE MAYO;80;11;CARABANCHEL;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;438.405.913;4.472.338.942;N;NULL
2023S025548;14/07/2023;1:20:00;CALL. ALCALA, 244;244;15;CIUDAD LINEAL;Alcance;Despejado;Bicicleta;Conductor;De 18 a 20 años;Mujer;2;Ingreso inferior o igual a 24 horas;444.341.941;4.475.914.860;N;NULL
2023S025595;18/07/2023;1:00:00;CALL. DOCTOR ESQUERDO / CALL. ANGEL GANIVET;118;3;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;443.140.002;4.473.296.579;N;NULL
2023S025629;18/07/2023;15:20:00;CALL. MANUELA MALASAÑA / CALL. MONTELEON;1;1;CENTRO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;440.196.953;4.475.592.078;N;NULL
2023S025689;19/07/2023;14:30:00;PLAZA. EMPERADOR CARLOS V / AVDA. CIUDAD DE BARCELONA;3;2;ARGANZUELA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Hombre;1;Atención en urgencias sin posterior ingreso;441.280.128;4.473.316.450;N;NULL
2023S025732;19/07/2023;22:35:00;CALL. DIEGO DE LEON, 1;1;4;SALAMANCA;Otro;Despejado;Bicicleta;Conductor;De 25 a 29 años;Mujer;1;Atención en urgencias sin posterior ingreso;441.804.506;4.476.275.779;N;NULL
2023S025751;20/07/2023;11:10:00;FUENCARRAL;+01170S;8;FUENCARRAL-EL PARDO;Caída;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;439.639.914;4.490.015.797;N;NULL
2023S025766;20/07/2023;15:50:00;CALL. DOCTOR VELASCO, 14;14;3;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;441.519.543;4.473.380.855;N;NULL
2023S025827;21/07/2023;5:47:00;AVDA. MEDITERRANEO / A3;3;3;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;1;Atención en urgencias sin posterior ingreso;443.452.566;4.473.086.799;S;NULL
2023S025877;21/07/2023;18:43:00;BULEV. JOSE PRAT / AVDA. DEMOCRACIA;1;19;VICÁLVARO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;447.643.545;4.471.866.629;N;NULL
2023S025885;21/07/2023;18:10:00;LAGUNA DE MEAQUES;0;9;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;434.992.259;4.473.125.527;N;NULL
2023S025885;21/07/2023;18:10:00;LAGUNA DE MEAQUES;0;9;MONCLOA-ARAVACA;Colisión frontal;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;434.992.259;4.473.125.527;N;NULL
2023S025937;21/07/2023;8:15:00;AVDA. CERRO MILANO / AVDA. GRAN VIA DEL SURESTE;44;18;VILLA DE VALLECAS;Atropello a animal;Despejado;Bicicleta;Conductor;De 70 a 74 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;449.310.304;4.467.496.888;N;NULL
2023S025952;22/07/2023;13:00:00;PASEO. FERNAN NUÑEZ, 22;22;3;RETIRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;14;Sin asistencia sanitaria;442.296.557;4.474.200.009;N;NULL
2023S025952;22/07/2023;13:00:00;PASEO. FERNAN NUÑEZ, 22;22;3;RETIRO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 65 a 69 años;Mujer;3;Ingreso superior a 24 horas;442.296.557;4.474.200.009;N;NULL
2023S026023;23/07/2023;10:00:00;PASEO. RECOLETOS / CALL. BARBARA DE BRAGANZA;27;1;CENTRO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 18 a 20 años;Hombre;2;Ingreso inferior o igual a 24 horas;441.319.795;4.474.965.164;N;1
2023S026053;23/07/2023;6:20:00;GTA. PIRAMIDES, 7;7;2;ARGANZUELA;Alcance;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 25 a 29 años;Mujer;5;Asistencia sanitaria ambulatoria con posterioridad;439.355.385;4.472.475.242;N;NULL
2023S026058;23/07/2023;0:40:00;CALL. DOCTOR ESQUERDO / AVDA. NAZARET;72;3;RETIRO;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Mujer;NULL;NULL;443.179.446;4.473.825.504;N;NULL
2023S026107;24/07/2023;14:25:00;CALL. PRINCIPE DE VERGARA / CALL. GOYA;22;4;SALAMANCA;Caída;Despejado;Bicicleta;Conductor;Más de 74 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;442.308.487;4.475.170.209;N;NULL
2023S026113;24/07/2023;14:45:00;CALL. CIDAMON, 9;9;15;CIUDAD LINEAL;Caída;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;NULL;NULL;444.263.964;4.478.011.683;N;NULL
2023S026129;24/07/2023;20:10:00;CALL. PARRA / CALL. SANTO DOMINGO;41;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 10 a 14 años;Hombre;1;Atención en urgencias sin posterior ingreso;437.944.375;4.470.976.285;N;NULL
2023S026134;24/07/2023;21:40:00;CALL. ARROYO BUENO, 4;4;17;VILLAVERDE;Colisión fronto-lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 15 a 17 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;440.151.147;4.466.790.275;N;NULL
2023S026195;25/07/2023;19:40:00;AVDA. MANZANARES / CALL. SAN POMPEYO;74;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;2;Ingreso inferior o igual a 24 horas;438.712.959;4.472.489.725;N;NULL
2023S026202;25/07/2023;22:59:00;CALL. FUENTE CARRANTONA / CALL. CIUDAD ENCANTADA;38A;14;MORATALAZ;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;446.588.046;4.473.503.041;N;NULL
2023S026227;26/07/2023;9:50:00;PASEO. EMBARCADERO, 1;1;9;MONCLOA-ARAVACA;Colisión lateral;Despejado;Bicicleta;Conductor;De 55 a 59 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438.155.509;4.474.515.800;N;NULL
2023S026273;26/07/2023;21:35:00;CALL. CARAMUEL / CALL. VIA CARPETANA;6;10;LATINA;Caída;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;438.296.904;4.473.927.597;N;NULL
2023S026329;27/07/2023;20:15:00;PASEO. CASTELLANA / PLAZA. SAN JUAN DE LA CRUZ;61;7;CHAMBERÍ;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441.310.848;4.476.915.146;N;NULL
2023S026332;27/07/2023;19:25:00;CALL. RAIMUNDO FERNANDEZ VILLAVERDE / PASEO. CASTELLANA;67;6;TETUÁN;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;3;Ingreso superior a 24 horas;441.351.409;4.477.507.094;N;NULL
2023S026342;28/07/2023;3:10:00;CALL. GRAN VIA, 1;1;1;CENTRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Hombre;2;Ingreso inferior o igual a 24 horas;440.821.833;4.474.511.769;N;NULL
2023S026445;29/07/2023;17:18:00;CALL. TOLEDO, 180;180;2;ARGANZUELA;Caída;Despejado;Bicicleta;Conductor;De 40 a 44 años;Mujer;1;Atención en urgencias sin posterior ingreso;439.410.388;4.472.592.726;N;NULL
2023S026480;29/07/2023;14:35:00;PASEO. CAMOENS Y VALERO, 4;4;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438.470.335;4.475.827.585;N;NULL
2023S026501;30/07/2023;17:45:00;CALL. JUAN JOSE MARTINEZ SECO, 44;44;17;VILLAVERDE;Colisión lateral;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;NULL;NULL;441.505.827;4.467.023.997;N;NULL
2023S026516;31/07/2023;0:45:00;AVDA. ALBUFERA / CALL. LOPEZ GRASS;91;13;PUENTE DE VALLECAS;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;443.853.709;4.471.740.396;N;NULL
2023S026518;30/07/2023;23:40:00;PLAZA. CIBELES / CALL. ALCALA;2;1;CENTRO;Colisión lateral;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;441.163.140;4.474.539.303;N;NULL
2023S026574;31/07/2023;16:20:00;PASEO FERNÁN NÚNEZ, 1;1;3;RETIRO;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 30 a 34 años;Mujer;2;Ingreso inferior o igual a 24 horas;441.692.307;4.473.487.653;N;NULL
2023S026578;31/07/2023;22:50:00;CALL. JOAQUIN TURINA, 40;40;11;CARABANCHEL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;436.013.741;4.469.341.439;S;NULL
2023S026580;01/08/2023;1:20:00;CALL. ALCALA, 29;29;1;CENTRO;Alcance;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;NULL;NULL;440.773.064;4.474.421.421;N;NULL
2023S026645;02/08/2023;7:00:00;JUNTO A URGENCIAS MATERNIDAD HOSPITAL LA PAZ;13;8;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;Desconocido;Desconocido;NULL;NULL;441.593.288;4.481.364.856;N;NULL
2023S026645;02/08/2023;7:00:00;JUNTO A URGENCIAS MATERNIDAD HOSPITAL LA PAZ;13;8;FUENCARRAL-EL PARDO;Atropello a persona;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;Desconocido;Desconocido;NULL;NULL;441.593.288;4.481.364.856;N;NULL
2023S026682;02/08/2023;14:30:00;CALL. SANTA LEONOR, 61;61;20;SAN BLAS-CANILLEJAS;Otro;Despejado;Bicicleta;Conductor;De 35 a 39 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;446.645.906;4.476.119.831;N;NULL
2023S026685;02/08/2023;18:50:00;PARQUE MADRID RÍO;1;11;CARABANCHEL;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Mujer;6;Asistencia sanitaria inmediata en centro de salud o mutua;439.168.831;4.472.367.872;N;NULL
2023S026715;03/08/2023;8:30:00;PQUE. FUENTE CARRANTONA / CALL. PESCARA;0;14;MORATALAZ;Colisión frontal;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;446.852.157;4.474.057.532;N;NULL
2023S026715;03/08/2023;8:30:00;PQUE. FUENTE CARRANTONA / CALL. PESCARA;0;14;MORATALAZ;Colisión frontal;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;14;Sin asistencia sanitaria;446.852.157;4.474.057.532;N;NULL
2023S026804;04/08/2023;9:45:00;AVDA. MANZANARES, 38;38;10;LATINA;Colisión frontal;Despejado;Bicicleta;Conductor;De 21 a 24 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438.652.341;4.473.056.713;N;NULL
2023S026804;04/08/2023;9:45:00;AVDA. MANZANARES, 38;38;10;LATINA;Colisión frontal;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;14;Sin asistencia sanitaria;438.652.341;4.473.056.713;N;NULL
2023S026804;04/08/2023;9:45:00;AVDA. MANZANARES, 38;38;10;LATINA;Colisión frontal;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;438.652.341;4.473.056.713;N;NULL
2023S026828;04/08/2023;15:58:00;CALL. MARQUES DE URQUIJO, 40;40;9;MONCLOA-ARAVACA;Caída;LLuvia intensa;Bicicleta;Conductor;De 60 a 64 años;Hombre;2;Ingreso inferior o igual a 24 horas;438.848.588;4.475.646.101;N;NULL
2023S026855;05/08/2023;1:10:00;PASEO INFANTA ISABEL,2;2;3;RETIRO;Caída;Despejado;Bicicleta;Conductor;De 30 a 34 años;Hombre;5;Asistencia sanitaria ambulatoria con posterioridad;441.709.680;4.473.085.904;N;NULL
2023S026898;05/08/2023;23:10:00;CALL. ALCALA, 236;236;15;CIUDAD LINEAL;Caída;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 18 a 20 años;Hombre;1;Atención en urgencias sin posterior ingreso;444.249.742;4.475.898.997;N;NULL
2023S026934;06/08/2023;12:01:00;CALL. ANICETO MARINAS / PLAZA. ALMUÑECAR;96;9;MONCLOA-ARAVACA;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;1;Atención en urgencias sin posterior ingreso;438.068.446;4.475.516.289;N;NULL
2023S026999;06/08/2023;21:30:00;PASEO. ERMITA DEL SANTO, 18;18;10;LATINA;Atropello a persona;Despejado;Bicicleta;Conductor;De 45 a 49 años;Hombre;14;Sin asistencia sanitaria;438.730.556;4.473.588.750;N;NULL
2023S026999;06/08/2023;21:30:00;PASEO. ERMITA DEL SANTO, 18;18;10;LATINA;Atropello a persona;Despejado;Bicicleta;Peatón;De 25 a 29 años;Mujer;14;Sin asistencia sanitaria;438.730.556;4.473.588.750;N;NULL
2023S026999;06/08/2023;21:30:00;PASEO. ERMITA DEL SANTO, 18;18;10;LATINA;Atropello a persona;Despejado;Bicicleta;Peatón;De 65 a 69 años;Mujer;7;Asistencia sanitaria sólo en el lugar del accidente;438.730.556;4.473.588.750;N;NULL
2023S027019;07/08/2023;20:30:00;CALL. SAN JUAN DE ORTEGA / CALL. GRAÑON;12;8;FUENCARRAL-EL PARDO;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 70 a 74 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;442.720.218;4.484.141.208;N;NULL
2023S027021;07/08/2023;15:45:00;PASEO. INFANTA ISABEL, 1;1;3;RETIRO;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 35 a 39 años;Hombre;6;Asistencia sanitaria inmediata en centro de salud o mutua;441.323.225;4.473.370.395;N;NULL
2023S027047;08/08/2023;10:40:00;JUNTO A PARTE DE LA TAPIA ENTRE TORRETA ACCESO ARAVACA Y PARALELA A M503;0;9;MONCLOA-ARAVACA;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Mujer;1;Atención en urgencias sin posterior ingreso;435.066.730;4.477.773.243;N;NULL
2023S027105;09/08/2023;13:10:00;CALL. PRINCIPE DE VERGARA, 128;128;5;CHAMARTÍN;Colisión lateral;Despejado;Bicicleta EPAC (pedaleo asistido);Conductor;De 55 a 59 años;Hombre;1;Atención en urgencias sin posterior ingreso;442.458.448;4.477.106.646;N;NULL
2023S027141;10/08/2023;9:20:00;CALL. ALCALA, 53;53;4;SALAMANCA;Alcance;Despejado;Bicicleta;Conductor;De 60 a 64 años;Hombre;14;Sin asistencia sanitaria;441.268.950;4.474.560.130;N;NULL
2023S027157;10/08/2023;13:20:00;FAROLA 34 PARQUE;70;11;CARABANCHEL;Caída;Despejado;Bicicleta;Conductor;De 50 a 54 años;Hombre;NULL;NULL;438.269.763;4.470.062.752;N;NULL
2023S027177;10/08/2023;17:35:00;CALL. RICARDO ORTIZ, 84;84;15;CIUDAD LINEAL;Colisión fronto-lateral;Despejado;Bicicleta;Conductor;De 25 a 29 años;Hombre;7;Asistencia sanitaria sólo en el lugar del accidente;444.217.050;4.475.043.193;N;NULL
